combo;DL1;DL2;DL3;DL4;DL5;UL1;MOD UL1;NR DL1;NR BW1;NR SCS1;NR DL2;NR BW2;NR SCS2;NR UL1;NR UL BW1;NR UL SCS1;NR UL MOD1;mimo DL1;mimo DL2;mimo DL3;mimo DL4;mimo DL5;mimo NR DL1;mimo NR DL2;mimo LTE UL1;mimo NR UL1;BCS NR;BCS LTE;BCS intraENDC
32A2-20A2A-3C2_n28A2-n1A4A;32A;20A;3C;;;20A;256qam;28A;30;;1A;20;;1A;20;;256qam;2;2;2;;;2;4;1;1;;;
32A2-20A2A-3C2_n28A2-n1A4A;32A;20A;3C;;;20A;256qam;28A;20;;1A;30;;1A;30;;256qam;2;2;2;;;2;4;1;1;;;
32A2-20A2A-3C2_n28A2A-n1A4;32A;20A;3C;;;20A;256qam;28A;30;;1A;20;;28A;30;;256qam;2;2;2;;;2;4;1;1;;;
32A2-20A2A-3C2_n28A2A-n1A4;32A;20A;3C;;;20A;256qam;28A;20;;1A;30;;28A;20;;256qam;2;2;2;;;2;4;1;1;;;
32A2-20A2A-3A4_n28A2-n1A4A;32A;20A;3A;;;20A;256qam;28A;20;;1A;30;;1A;30;;256qam;2;2;4;;;2;4;1;1;;;
32A2-20A2A-3A4_n28A2-n1A4A;32A;20A;3A;;;20A;256qam;28A;10;;1A;40;;1A;40;;256qam;2;2;4;;;2;4;1;1;;;
32A2-20A2A-3A4_n28A2A-n1A4;32A;20A;3A;;;20A;256qam;28A;30;;1A;20;;28A;30;;256qam;2;2;4;;;2;4;1;1;;;
32A2-20A2A-3A4_n28A2A-n1A4;32A;20A;3A;;;20A;256qam;28A;20;;1A;30;;28A;20;;256qam;2;2;4;;;2;4;1;1;;;
32A2-20A4-3C4A_n1A4A;32A;20A;3C;;;3A;256qam;1A;50;;;;;1A;50;;256qam;2;4;4;;;4;;1;1;;;
32A2-20A2-3C2A_n1A4A;32A;20A;3C;;;3A;256qam;1A;30;;;;;1A;30;;256qam;2;2;2;;;4;;1;1;;;
32A2-20A4-3A4A_n1A4A;32A;20A;3A;;;3A;256qam;1A;50;;;;;1A;50;;256qam;2;4;4;;;4;;1;1;;;
32A2-20A2-3A4A_n1A4A;32A;20A;3A;;;3A;256qam;1A;40;;;;;1A;40;;256qam;2;2;4;;;4;;1;1;;;
32A2-20A4A-3C4_n1A4A;32A;20A;3C;;;20A;256qam;1A;50;;;;;1A;50;;256qam;2;4;4;;;4;;1;1;;;
32A2-20A2A-3C2_n1A4A;32A;20A;3C;;;20A;256qam;1A;30;;;;;1A;30;;256qam;2;2;2;;;4;;1;1;;;
32A2-20A4A-3A4_n1A4A;32A;20A;3A;;;20A;256qam;1A;50;;;;;1A;50;;256qam;2;4;4;;;4;;1;1;;;
32A2-20A2A-3A4_n1A4A;32A;20A;3A;;;20A;256qam;1A;40;;;;;1A;40;;256qam;2;2;4;;;4;;1;1;;;
32A2-20A2-3C4A_n28A2A;32A;20A;3C;;;3A;256qam;28A;30;;;;;28A;30;;256qam;2;2;4;;;2;;1;1;;;
32A2-20A2-3C2A_n28A2A;32A;20A;3C;;;3A;256qam;28A;30;;;;;28A;30;;256qam;2;2;2;;;2;;1;1;;;
32A2-20A2-3A4A_n28A2A;32A;20A;3A;;;3A;256qam;28A;30;;;;;28A;30;;256qam;2;2;4;;;2;;1;1;;;
32A2-20A2A-3C4_n28A2A;32A;20A;3C;;;20A;256qam;28A;30;;;;;28A;30;;256qam;2;2;4;;;2;;1;1;;;
32A2-20A2A-3C2_n28A2A;32A;20A;3C;;;20A;256qam;28A;30;;;;;28A;30;;256qam;2;2;2;;;2;;1;1;;;
32A2-20A2A-3A4_n28A2A;32A;20A;3A;;;20A;256qam;28A;30;;;;;28A;30;;256qam;2;2;4;;;2;;1;1;;;
32A2-20A4-3A4A_n78A4A;32A;20A;3A;;;3A;256qam;78A;100;;;;;78A;100;;256qam;2;4;4;;;4;;1;1;;;
32A2-20A2-3A4A_n78A4A;32A;20A;3A;;;3A;256qam;78A;100;;;;;78A;100;;256qam;2;2;4;;;4;;1;1;;;
32A2-20A4A-3A4_n78A4A;32A;20A;3A;;;20A;256qam;78A;100;;;;;78A;100;;256qam;2;4;4;;;4;;1;1;;;
32A2-20A2A-3A4_n78A4A;32A;20A;3A;;;20A;256qam;78A;100;;;;;78A;100;;256qam;2;2;4;;;4;;1;1;;;
38A2-20A2-3A4A_n78A4A-n78A4;38A;20A;3A;;;3A;256qam;78A;100;;78A;100;;78A;100;;256qam;2;2;4;;;4;4;1;1;;;
38A2-20A2A-3A4_n78A4A-n78A4;38A;20A;3A;;;20A;256qam;78A;100;;78A;100;;78A;100;;256qam;2;2;4;;;4;4;1;1;;;
38A4-20A4-3A4A_n78A4A;38A;20A;3A;;;3A;256qam;78A;100;;;;;78A;100;;256qam;4;4;4;;;4;;1;1;;;
38A2-20A2-3A4A_n78A4A;38A;20A;3A;;;3A;256qam;78A;100;;;;;78A;100;;256qam;2;2;4;;;4;;1;1;;;
38A4-20A4A-3A4_n78A4A;38A;20A;3A;;;20A;256qam;78A;100;;;;;78A;100;;256qam;4;4;4;;;4;;1;1;;;
38A2-20A2A-3A4_n78A4A;38A;20A;3A;;;20A;256qam;78A;100;;;;;78A;100;;256qam;2;2;4;;;4;;1;1;;;
20A2-3C4A_n28A2-n1A4A;20A;3C;;;;3A;256qam;28A;20;;1A;30;;1A;30;;256qam;2;4;;;;2;4;1;1;;;
20A2-3C4A_n28A2-n1A4A;20A;3C;;;;3A;256qam;28A;10;;1A;40;;1A;40;;256qam;2;4;;;;2;4;1;1;;;
20A2-3C4A_n28A2A-n1A4;20A;3C;;;;3A;256qam;28A;30;;1A;20;;28A;30;;256qam;2;4;;;;2;4;1;1;;;
20A2-3C4A_n28A2A-n1A4;20A;3C;;;;3A;256qam;28A;20;;1A;30;;28A;20;;256qam;2;4;;;;2;4;1;1;;;
20A2A-3C4_n28A2-n1A4A;20A;3C;;;;20A;256qam;28A;20;;1A;30;;1A;30;;256qam;2;4;;;;2;4;1;1;;;
20A2A-3C4_n28A2-n1A4A;20A;3C;;;;20A;256qam;28A;10;;1A;40;;1A;40;;256qam;2;4;;;;2;4;1;1;;;
20A2A-3C4_n28A2A-n1A4;20A;3C;;;;20A;256qam;28A;30;;1A;20;;28A;30;;256qam;2;4;;;;2;4;1;1;;;
20A2A-3C4_n28A2A-n1A4;20A;3C;;;;20A;256qam;28A;20;;1A;30;;28A;20;;256qam;2;4;;;;2;4;1;1;;;
20A4-3C2A_n78A4-n1A4A;20A;3C;;;;3A;256qam;78A;100;;1A;50;;1A;50;;256qam;4;2;;;;4;4;1;1;;;
20A4-3C2A_n78A4A-n1A4;20A;3C;;;;3A;256qam;78A;100;;1A;50;;78A;100;;256qam;4;2;;;;4;4;1;1;;;
20A4-3A4A_n78A4-n1A4A;20A;3A;;;;3A;256qam;78A;100;;1A;50;;1A;50;;256qam;4;4;;;;4;4;1;1;;;
20A4-3A4A_n78A4A-n1A4;20A;3A;;;;3A;256qam;78A;100;;1A;50;;78A;100;;256qam;4;4;;;;4;4;1;1;;;
20A4A-3C2_n78A4-n1A4A;20A;3C;;;;20A;256qam;78A;100;;1A;50;;1A;50;;256qam;4;2;;;;4;4;1;1;;;
20A4A-3C2_n78A4A-n1A4;20A;3C;;;;20A;256qam;78A;100;;1A;50;;78A;100;;256qam;4;2;;;;4;4;1;1;;;
20A4A-3A4_n78A4-n1A4A;20A;3A;;;;20A;256qam;78A;100;;1A;50;;1A;50;;256qam;4;4;;;;4;4;1;1;;;
20A4A-3A4_n78A4A-n1A4;20A;3A;;;;20A;256qam;78A;100;;1A;50;;78A;100;;256qam;4;4;;;;4;4;1;1;;;
20A4-3C2A_n1A4A;20A;3C;;;;3A;256qam;1A;50;;;;;1A;50;;256qam;4;2;;;;4;;1;1;;;
20A4A-3C2_n1A4A;20A;3C;;;;20A;256qam;1A;50;;;;;1A;50;;256qam;4;2;;;;4;;1;1;;;
20A4A-3A4_n3A4A;20A;3A;;;;20A;256qam;3A;50;;;;;3A;50;;256qam;4;4;;;;4;;1;1;;;
20A4-3C4A_n7A4A;20A;3C;;;;3A;256qam;7A;50;;;;;7A;50;;256qam;4;4;;;;4;;1;1;;;
20A4-3A4A_n7A4A;20A;3A;;;;3A;256qam;7A;50;;;;;7A;50;;256qam;4;4;;;;4;;1;1;;;
20A4A-3C4_n7A4A;20A;3C;;;;20A;256qam;7A;50;;;;;7A;50;;256qam;4;4;;;;4;;1;1;;;
20A4A-3A4_n7A4A;20A;3A;;;;20A;256qam;7A;50;;;;;7A;50;;256qam;4;4;;;;4;;1;1;;;
20A2-3C4A_n75A2-n28A2A;20A;3C;;;;3A;256qam;75A;40;;28A;10;;28A;10;;256qam;2;4;;;;2;2;1;1;;;
20A2-3C4A_n75A2-n28A2A;20A;3C;;;;3A;256qam;75A;30;;28A;20;;28A;20;;256qam;2;4;;;;2;2;1;1;;;
20A2-3C4A_n75A2-n28A2A;20A;3C;;;;3A;256qam;75A;20;;28A;30;;28A;30;;256qam;2;4;;;;2;2;1;1;;;
20A2A-3C4_n75A2-n28A2A;20A;3C;;;;20A;256qam;75A;40;;28A;10;;28A;10;;256qam;2;4;;;;2;2;1;1;;;
20A2A-3C4_n75A2-n28A2A;20A;3C;;;;20A;256qam;75A;30;;28A;20;;28A;20;;256qam;2;4;;;;2;2;1;1;;;
20A2A-3C4_n75A2-n28A2A;20A;3C;;;;20A;256qam;75A;20;;28A;30;;28A;30;;256qam;2;4;;;;2;2;1;1;;;
20A4-3A4A_n78A4-n38A4A;20A;3A;;;;3A;256qam;78A;100;;38A;20;;38A;20;;256qam;4;4;;;;4;4;1;1;;;
20A4-3A4A_n78A4A-n38A4;20A;3A;;;;3A;256qam;78A;100;;38A;40;;78A;100;;256qam;4;4;;;;4;4;1;1;;;
20A4A-3A4_n78A4-n38A4A;20A;3A;;;;20A;256qam;78A;100;;38A;20;;38A;20;;256qam;4;4;;;;4;4;1;1;;;
20A4A-3A4_n78A4A-n38A4;20A;3A;;;;20A;256qam;78A;100;;38A;40;;78A;100;;256qam;4;4;;;;4;4;1;1;;;
20A4-3A4A_n38A4A;20A;3A;;;;3A;256qam;38A;40;;;;;38A;40;;256qam;4;4;;;;4;;1;1;;;
20A4A-3A4_n38A4A;20A;3A;;;;20A;256qam;38A;40;;;;;38A;40;;256qam;4;4;;;;4;;1;1;;;
20A4-3A4A_n41A4A;20A;3A;;;;3A;256qam;41A;100;;;;;41A;100;;256qam;4;4;;;;4;;1;1;;;
20A4A-3A4_n41A4A;20A;3A;;;;20A;256qam;41A;100;;;;;41A;100;;256qam;4;4;;;;4;;1;1;;;
20A4-3A4A_n78A4A-n78A4;20A;3A;;;;3A;256qam;78A;100;;78A;100;;78A;100;;256qam;4;4;;;;4;4;1;1;;;
20A4A-3A4_n78A4A-n78A4;20A;3A;;;;20A;256qam;78A;100;;78A;100;;78A;100;;256qam;4;4;;;;4;4;1;1;;;
20A4-3C4A_n78A4A;20A;3C;;;;3A;256qam;78A;100;;;;;78A;100;;256qam;4;4;;;;4;;1;1;;;
20A4-3C2A_n78A4A;20A;3C;;;;3A;256qam;78A;100;;;;;78A;100;;256qam;4;2;;;;4;;1;1;;;
20A4-3A4A_n78C4A;20A;3A;;;;3A;256qam;78C;100;;;;;78A;100;;256qam;4;4;;;;4;;1;1;;;
20A4-3A4A_n78A4A;20A;3A;;;;3A;256qam;78A;100;;;;;78A;100;;256qam;4;4;;;;4;;1;1;;;
20A4A-3C4_n78A4A;20A;3C;;;;20A;256qam;78A;100;;;;;78A;100;;256qam;4;4;;;;4;;1;1;;;
20A4A-3C2_n78A4A;20A;3C;;;;20A;256qam;78A;100;;;;;78A;100;;256qam;4;2;;;;4;;1;1;;;
20A4A-3A4_n78C4A;20A;3A;;;;20A;256qam;78C;100;;;;;78A;100;;256qam;4;4;;;;4;;1;1;;;
20A4A-3A4_n78A4A;20A;3A;;;;20A;256qam;78A;100;;;;;78A;100;;256qam;4;4;;;;4;;1;1;;;
42C4-28A4-3A4A_n77A4A;42C;28A;3A;;;3A;256qam;77A;100;;;;;77A;100;;256qam;4;4;4;;;4;;1;1;;;
42A4-28A4-3A4A_n77A4A;42A;28A;3A;;;3A;256qam;77A;100;;;;;77A;100;;256qam;4;4;4;;;4;;1;1;;;
42C4-28A4A-3A4_n77A4A;42C;28A;3A;;;28A;256qam;77A;100;;;;;77A;100;;256qam;4;4;4;;;4;;1;1;;;
42A4-28A4A-3A4_n77A4A;42A;28A;3A;;;28A;256qam;77A;100;;;;;77A;100;;256qam;4;4;4;;;4;;1;1;;;
28A4-3A4A_n78A4-n1A4A;28A;3A;;;;3A;256qam;78A;100;;1A;50;;1A;50;;256qam;4;4;;;;4;4;1;1;;;
28A4-3A4A_n78A4A-n1A4;28A;3A;;;;3A;256qam;78A;100;;1A;50;;78A;100;;256qam;4;4;;;;4;4;1;1;;;
28A4A-3A4_n78A4-n1A4A;28A;3A;;;;28A;256qam;78A;100;;1A;50;;1A;50;;256qam;4;4;;;;4;4;1;1;;;
28A4A-3A4_n78A4A-n1A4;28A;3A;;;;28A;256qam;78A;100;;1A;50;;78A;100;;256qam;4;4;;;;4;4;1;1;;;
28A4-3A4A_n1A4A;28A;3A;;;;3A;256qam;1A;50;;;;;1A;50;;256qam;4;4;;;;4;;1;1;;;
28A4A-3A4_n1A4A;28A;3A;;;;28A;256qam;1A;50;;;;;1A;50;;256qam;4;4;;;;4;;1;1;;;
28A4-3A4A_n7A4A;28A;3A;;;;3A;256qam;7A;50;;;;;7A;50;;256qam;4;4;;;;4;;1;1;;;
28A4A-3A4_n7A4A;28A;3A;;;;28A;256qam;7A;50;;;;;7A;50;;256qam;4;4;;;;4;;1;1;;;
28A4-3A4A_n38A4A;28A;3A;;;;3A;256qam;38A;40;;;;;38A;40;;256qam;4;4;;;;4;;1;1;;;
28A4A-3A4_n38A4A;28A;3A;;;;28A;256qam;38A;40;;;;;38A;40;;256qam;4;4;;;;4;;1;1;;;
28A4-3A4A_n78A4-n40A4A;28A;3A;;;;3A;256qam;78A;100;;40A;100;;40A;100;;256qam;4;4;;;;4;4;1;1;;;
28A4-3A4A_n78A4A-n40A4;28A;3A;;;;3A;256qam;78A;100;;40A;100;;78A;100;;256qam;4;4;;;;4;4;1;1;;;
28A4A-3A4_n78A4-n40A4A;28A;3A;;;;28A;256qam;78A;100;;40A;100;;40A;100;;256qam;4;4;;;;4;4;1;1;;;
28A4A-3A4_n78A4A-n40A4;28A;3A;;;;28A;256qam;78A;100;;40A;100;;78A;100;;256qam;4;4;;;;4;4;1;1;;;
28A4-3A4A_n40A4A;28A;3A;;;;3A;256qam;40A;100;;;;;40A;100;;256qam;4;4;;;;4;;1;1;;;
28A4A-3A4_n40A4A;28A;3A;;;;28A;256qam;40A;100;;;;;40A;100;;256qam;4;4;;;;4;;1;1;;;
28A4-3C4A_n41A4A;28A;3C;;;;3A;256qam;41A;100;;;;;41A;100;;256qam;4;4;;;;4;;1;1;;;
28A4-3A4A_n41A4A;28A;3A;;;;3A;256qam;41A;100;;;;;41A;100;;256qam;4;4;;;;4;;1;1;;;
28A4A-3C4_n41A4A;28A;3C;;;;28A;256qam;41A;100;;;;;41A;100;;256qam;4;4;;;;4;;1;1;;;
28A4A-3A4_n41A4A;28A;3A;;;;28A;256qam;41A;100;;;;;41A;100;;256qam;4;4;;;;4;;1;1;;;
28A4-3A4A_n77A4A;28A;3A;;;;3A;256qam;77A;100;;;;;77A;100;;256qam;4;4;;;;4;;1;1;;;
28A4A-3A4_n77A4A;28A;3A;;;;28A;256qam;77A;100;;;;;77A;100;;256qam;4;4;;;;4;;1;1;;;
28A4-3A4A_n78A4A-n78A4;28A;3A;;;;3A;256qam;78A;100;;78A;100;;78A;100;;256qam;4;4;;;;4;4;1;1;;;
28A4A-3A4_n78A4A-n78A4;28A;3A;;;;28A;256qam;78A;100;;78A;100;;78A;100;;256qam;4;4;;;;4;4;1;1;;;
28A4-3C4A_n78A4A;28A;3C;;;;3A;256qam;78A;100;;;;;78A;100;;256qam;4;4;;;;4;;1;1;;;
28A4-3A4A_n78C4A;28A;3A;;;;3A;256qam;78C;100;;;;;78A;100;;256qam;4;4;;;;4;;1;1;;;
28A4-3A4A_n78A4A;28A;3A;;;;3A;256qam;78A;100;;;;;78A;100;;256qam;4;4;;;;4;;1;1;;;
28A4A-3C4_n78A4A;28A;3C;;;;28A;256qam;78A;100;;;;;78A;100;;256qam;4;4;;;;4;;1;1;;;
28A4A-3A4_n78C4A;28A;3A;;;;28A;256qam;78C;100;;;;;78A;100;;256qam;4;4;;;;4;;1;1;;;
28A4A-3A4_n78A4A;28A;3A;;;;28A;256qam;78A;100;;;;;78A;100;;256qam;4;4;;;;4;;1;1;;;
28A4-3A4A_n79A4A;28A;3A;;;;3A;256qam;79A;100;;;;;79A;100;;256qam;4;4;;;;4;;1;1;;;
28A4A-3A4_n79A4A;28A;3A;;;;28A;256qam;79A;100;;;;;79A;100;;256qam;4;4;;;;4;;1;1;;;
32A2-3C4A_n28A4-n1A4A;32A;3C;;;;3A;256qam;28A;20;;1A;30;;1A;30;;256qam;2;4;;;;4;4;1;1;;;
32A2-3C4A_n28A4-n1A4A;32A;3C;;;;3A;256qam;28A;10;;1A;40;;1A;40;;256qam;2;4;;;;4;4;1;1;;;
32A2-3C4A_n28A4A-n1A4;32A;3C;;;;3A;256qam;28A;30;;1A;20;;28A;30;;256qam;2;4;;;;4;4;1;1;;;
32A2-3C4A_n28A4A-n1A4;32A;3C;;;;3A;256qam;28A;20;;1A;30;;28A;20;;256qam;2;4;;;;4;4;1;1;;;
32A2-3A4A_n78A4-n1A4A;32A;3A;;;;3A;256qam;78A;100;;1A;50;;1A;50;;256qam;2;4;;;;4;4;1;1;;;
32A2-3A4A_n78A4A-n1A4;32A;3A;;;;3A;256qam;78A;100;;1A;50;;78A;100;;256qam;2;4;;;;4;4;1;1;;;
32A2-3C4A_n1A4A;32A;3C;;;;3A;256qam;1A;50;;;;;1A;50;;256qam;2;4;;;;4;;1;1;;;
32A2-3C4A_n28A4A;32A;3C;;;;3A;256qam;28A;30;;;;;28A;30;;256qam;2;4;;;;4;;1;1;;;
32A2-3A4A_n28A4A;32A;3A;;;;3A;256qam;28A;30;;;;;28A;30;;256qam;2;4;;;;4;;1;1;;;
32A2-3C4A_n78A4A;32A;3C;;;;3A;256qam;78A;100;;;;;78A;100;;256qam;2;4;;;;4;;1;1;;;
38A4-3A4A_n78A4-n28A4A;38A;3A;;;;3A;256qam;78A;100;;28A;30;;28A;30;;256qam;4;4;;;;4;4;1;1;;;
38A4-3A4A_n78A4A-n28A4;38A;3A;;;;3A;256qam;78A;100;;28A;30;;78A;100;;256qam;4;4;;;;4;4;1;1;;;
38A4-3A4A_n28A4A;38A;3A;;;;3A;256qam;28A;30;;;;;28A;30;;256qam;4;4;;;;4;;1;1;;;
38A4-3A4A_n78A4A-n78A4;38A;3A;;;;3A;256qam;78A;100;;78A;100;;78A;100;;256qam;4;4;;;;4;4;1;1;;;
38A4-3A4A_n78A4A;38A;3A;;;;3A;256qam;78A;100;;;;;78A;100;;256qam;4;4;;;;4;;1;1;;;
40C2-3A4A_n78A4-n1A4A;40C;3A;;;;3A;256qam;78A;100;;1A;50;;1A;50;;256qam;2;4;;;;4;4;1;1;;;
40C2-3A4A_n78A4A-n1A4;40C;3A;;;;3A;256qam;78A;100;;1A;50;;78A;100;;256qam;2;4;;;;4;4;1;1;;;
40A4-3A4A_n78A4-n1A4A;40A;3A;;;;3A;256qam;78A;100;;1A;50;;1A;50;;256qam;4;4;;;;4;4;1;1;;;
40A4-3A4A_n78A4A-n1A4;40A;3A;;;;3A;256qam;78A;100;;1A;50;;78A;100;;256qam;4;4;;;;4;4;1;1;;;
40C4-3A4A_n1A4A;40C;3A;;;;3A;256qam;1A;50;;;;;1A;50;;256qam;4;4;;;;4;;1;1;;;
40C2-3A4A_n1A4A;40C;3A;;;;3A;256qam;1A;50;;;;;1A;50;;256qam;2;4;;;;4;;1;1;;;
40A4-3A4A_n1A4A;40A;3A;;;;3A;256qam;1A;50;;;;;1A;50;;256qam;4;4;;;;4;;1;1;;;
40C2-3A4A_n78A4A-n78A4;40C;3A;;;;3A;256qam;78A;100;;78A;100;;78A;100;;256qam;2;4;;;;4;4;1;1;;;
40A4-3A4A_n78A4A-n78A4;40A;3A;;;;3A;256qam;78A;100;;78A;100;;78A;100;;256qam;4;4;;;;4;4;1;1;;;
40C4-3A4A_n78A4A;40C;3A;;;;3A;256qam;78A;100;;;;;78A;100;;256qam;4;4;;;;4;;1;1;;;
40C2-3A4A_n78A4A;40C;3A;;;;3A;256qam;78A;100;;;;;78A;100;;256qam;2;4;;;;4;;1;1;;;
40A4-3A4A_n78A4A;40A;3A;;;;3A;256qam;78A;100;;;;;78A;100;;256qam;4;4;;;;4;;1;1;;;
41C2-3A4A_n77A4-n28A4A;41C;3A;;;;3A;256qam;77A;100;;28A;30;;28A;30;;256qam;2;4;;;;4;4;1;1;;;
41C2-3A4A_n77A4A-n28A4;41C;3A;;;;3A;256qam;77A;100;;28A;30;;77A;100;;256qam;2;4;;;;4;4;1;1;;;
41A4-3A4A_n77A4-n28A4A;41A;3A;;;;3A;256qam;77A;100;;28A;30;;28A;30;;256qam;4;4;;;;4;4;1;1;;;
41A4-3A4A_n77A4A-n28A4;41A;3A;;;;3A;256qam;77A;100;;28A;30;;77A;100;;256qam;4;4;;;;4;4;1;1;;;
41C2A-3A4_n77A4-n28A4A;41C;3A;;;;41A;256qam;77A;100;;28A;30;;28A;30;;256qam;2;4;;;;4;4;1;1;;;
41C2A-3A4_n77A4A-n28A4;41C;3A;;;;41A;256qam;77A;100;;28A;30;;77A;100;;256qam;2;4;;;;4;4;1;1;;;
41A4A-3A4_n77A4-n28A4A;41A;3A;;;;41A;256qam;77A;100;;28A;30;;28A;30;;256qam;4;4;;;;4;4;1;1;;;
41A4A-3A4_n77A4A-n28A4;41A;3A;;;;41A;256qam;77A;100;;28A;30;;77A;100;;256qam;4;4;;;;4;4;1;1;;;
41C2-3A4A_n28A4A;41C;3A;;;;3A;256qam;28A;30;;;;;28A;30;;256qam;2;4;;;;4;;1;1;;;
41A4-3A4A_n28A4A;41A;3A;;;;3A;256qam;28A;30;;;;;28A;30;;256qam;4;4;;;;4;;1;1;;;
41C2A-3A4_n28A4A;41C;3A;;;;41A;256qam;28A;30;;;;;28A;30;;256qam;2;4;;;;4;;1;1;;;
41A4A-3A4_n28A4A;41A;3A;;;;41A;256qam;28A;30;;;;;28A;30;;256qam;4;4;;;;4;;1;1;;;
41A4-3A4A_n41A4A;41A;3A;;;;3A;256qam;41A;100;;;;;41A;100;;256qam;4;4;;;;4;;1;1;;;
41C2-3A4A_n77A4A-n77A4;41C;3A;;;;3A;256qam;77A;100;;77A;100;;77A;100;;256qam;2;4;;;;4;4;1;1;;;
41A4-3A4A_n77A4A-n77A4;41A;3A;;;;3A;256qam;77A;100;;77A;100;;77A;100;;256qam;4;4;;;;4;4;1;1;;;
41C2A-3A4_n77A4A-n77A4;41C;3A;;;;41A;256qam;77A;100;;77A;100;;77A;100;;256qam;2;4;;;;4;4;1;1;;;
41A4A-3A4_n77A4A-n77A4;41A;3A;;;;41A;256qam;77A;100;;77A;100;;77A;100;;256qam;4;4;;;;4;4;1;1;;;
41C4-3A4A_n77A4A;41C;3A;;;;3A;256qam;77A;100;;;;;77A;100;;256qam;4;4;;;;4;;1;1;;;
41C2-3A4A_n77A4A;41C;3A;;;;3A;256qam;77A;100;;;;;77A;100;;256qam;2;4;;;;4;;1;1;;;
41A4-3A4A_n77A4A;41A;3A;;;;3A;256qam;77A;100;;;;;77A;100;;256qam;4;4;;;;4;;1;1;;;
41C4A-3A4_n77A4A;41C;3A;;;;41A;256qam;77A;100;;;;;77A;100;;256qam;4;4;;;;4;;1;1;;;
41C2A-3A4_n77A4A;41C;3A;;;;41A;256qam;77A;100;;;;;77A;100;;256qam;2;4;;;;4;;1;1;;;
41A4A-3A4_n77A4A;41A;3A;;;;41A;256qam;77A;100;;;;;77A;100;;256qam;4;4;;;;4;;1;1;;;
41C4-3A4A_n78A4A;41C;3A;;;;3A;256qam;78A;100;;;;;78A;100;;256qam;4;4;;;;4;;1;1;;;
41A4-3A4A_n78A4A;41A;3A;;;;3A;256qam;78A;100;;;;;78A;100;;256qam;4;4;;;;4;;1;1;;;
41C4A-3A4_n78A4A;41C;3A;;;;41A;256qam;78A;100;;;;;78A;100;;256qam;4;4;;;;4;;1;1;;;
41A4A-3A4_n78A4A;41A;3A;;;;41A;256qam;78A;100;;;;;78A;100;;256qam;4;4;;;;4;;1;1;;;
42C2-3A4A_n77A4-n28A4A;42C;3A;;;;3A;256qam;77A;100;;28A;30;;28A;30;;256qam;2;4;;;;4;4;1;1;;;
42C2-3A4A_n77A4A-n28A4;42C;3A;;;;3A;256qam;77A;100;;28A;30;;77A;100;;256qam;2;4;;;;4;4;1;1;;;
42A4-3A4A_n77A4-n28A4A;42A;3A;;;;3A;256qam;77A;100;;28A;30;;28A;30;;256qam;4;4;;;;4;4;1;1;;;
42A4-3A4A_n77A4A-n28A4;42A;3A;;;;3A;256qam;77A;100;;28A;30;;77A;100;;256qam;4;4;;;;4;4;1;1;;;
42C2A-3A4_n77A4-n28A4A;42C;3A;;;;42A;256qam;77A;100;;28A;30;;28A;30;;256qam;2;4;;;;4;4;1;1;;;
42A4A-3A4_n77A4-n28A4A;42A;3A;;;;42A;256qam;77A;100;;28A;30;;28A;30;;256qam;4;4;;;;4;4;1;1;;;
42C2-3A4A_n28A4A;42C;3A;;;;3A;256qam;28A;30;;;;;28A;30;;256qam;2;4;;;;4;;1;1;;;
42A4-3A4A_n28A4A;42A;3A;;;;3A;256qam;28A;30;;;;;28A;30;;256qam;4;4;;;;4;;1;1;;;
42C2A-3A4_n28A4A;42C;3A;;;;42A;256qam;28A;30;;;;;28A;30;;256qam;2;4;;;;4;;1;1;;;
42A4A-3A4_n28A4A;42A;3A;;;;42A;256qam;28A;30;;;;;28A;30;;256qam;4;4;;;;4;;1;1;;;
42C4-3A4A_n77A4A;42C;3A;;;;3A;256qam;77A;100;;;;;77A;100;;256qam;4;4;;;;4;;1;1;;;
42C2-3A4A_n77A4A;42C;3A;;;;3A;256qam;77A;100;;;;;77A;100;;256qam;2;4;;;;4;;1;1;;;
42A4-3A4A_n77A4A;42A;3A;;;;3A;256qam;77A;100;;;;;77A;100;;256qam;4;4;;;;4;;1;1;;;
42C4-3A4A_n78A4A;42C;3A;;;;3A;256qam;78A;100;;;;;78A;100;;256qam;4;4;;;;4;;1;1;;;
42A4-3A4A_n78A4A;42A;3A;;;;3A;256qam;78A;100;;;;;78A;100;;256qam;4;4;;;;4;;1;1;;;
3A4A_n7A4-n1A4A;3A;;;;;3A;256qam;7A;20;;1A;30;;1A;30;;256qam;4;;;;;4;4;1;1;;;
3A4A_n7A4-n1A4A;3A;;;;;3A;256qam;7A;10;;1A;40;;1A;40;;256qam;4;;;;;4;4;1;1;;;
3A4A_n7A4A-n1A4;3A;;;;;3A;256qam;7A;40;;1A;10;;7A;40;;256qam;4;;;;;4;4;1;1;;;
3A4A_n7A4A-n1A4;3A;;;;;3A;256qam;7A;30;;1A;20;;7A;30;;256qam;4;;;;;4;4;1;1;;;
3A4A_n38A4-n1A4A;3A;;;;;3A;256qam;38A;40;;1A;50;;1A;50;;256qam;4;;;;;4;4;1;1;;;
3A4A_n38A4A-n1A4;3A;;;;;3A;256qam;38A;40;;1A;50;;38A;40;;256qam;4;;;;;4;4;1;1;;;
3A4A_n41A4-n1A4A;3A;;;;;3A;256qam;41A;100;;1A;50;;1A;50;;256qam;4;;;;;4;4;1;1;;;
